x,y,surveydate,crownspcom,ladderspco,depthorgan,surfacefco,deadanddow,ladderfuel,ladderfu_1,stemperha_,overstoryc,crownclosu,fuelstrata,stemperha1,deadanddyi,pest,fueltype,creationda,editdate,ladderclos,health,fueltype_c,feature_id,ctr_lat,ctr_lon,image,row,lin,xoff,yoff,20190809 10m: b4 central wavelength 665 nm,20190809 10m: b3 central wavelength 560 nm,20190809 10m: b2 central wavelength 490 nm,20190809 10m: b8 central wavelength 842 nm,20190809 20m: b5 central wavelength 705 nm,20190809 20m: b6 central wavelength 740 nm,20190809 20m: b7 central wavelength 783 nm,20190809 20m: b8a central wavelength 865 nm,20190809 20m: b11 central wavelength 1610 nm,20190809 20m: b12 central wavelength 2190 nm,20190809 60m: b1 central wavelength 443 nm,20190809 60m: b9 central wavelength 945 nm,20190908 10m: b4 central wavelength 665 nm,20190908 10m: b3 central wavelength 560 nm,20190908 10m: b2 central wavelength 490 nm,20190908 10m: b8 central wavelength 842 nm,20190908 20m: b5 central wavelength 705 nm,20190908 20m: b6 central wavelength 740 nm,20190908 20m: b7 central wavelength 783 nm,20190908 20m: b8a central wavelength 865 nm,20190908 20m: b11 central wavelength 1610 nm,20190908 20m: b12 central wavelength 2190 nm,20190908 60m: b1 central wavelength 443 nm,20190908 60m: b9 central wavelength 945 nm,20200405 10m: b4 central wavelength 665 nm,20200405 10m: b3 central wavelength 560 nm,20200405 10m: b2 central wavelength 490 nm,20200405 10m: b8 central wavelength 842 nm,20200405 20m: b5 central wavelength 705 nm,20200405 20m: b6 central wavelength 740 nm,20200405 20m: b7 central wavelength 783 nm,20200405 20m: b8a central wavelength 865 nm,20200405 20m: b11 central wavelength 1610 nm,20200405 20m: b12 central wavelength 2190 nm,20200405 60m: b1 central wavelength 443 nm,20200405 60m: b9 central wavelength 945 nm,20200915 10m: b4 central wavelength 665 nm,20200915 10m: b3 central wavelength 560 nm,20200915 10m: b2 central wavelength 490 nm,20200915 10m: b8 central wavelength 842 nm,20200915 20m: b5 central wavelength 705 nm,20200915 20m: b6 central wavelength 740 nm,20200915 20m: b7 central wavelength 783 nm,20200915 20m: b8a central wavelength 865 nm,20200915 20m: b11 central wavelength 1610 nm,20200915 20m: b12 central wavelength 2190 nm,20200915 60m: b1 central wavelength 443 nm,20200915 60m: b9 central wavelength 945 nm
-131.0024134572,58.0872643680853,2020/07/30,0,0,1 - <2,Moss,10-25,Absent,Absent,<500,Absent,<20,<3,<400,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn in blowdown area. Blowdown isn’t continuous enough to carry fire. Regen is fireweed.,53,-131.0024134572,58.0872643680853,raster_epsg_32609.bin,8184,5983,2,-1,1346,1150,985,1722,1336.4375,1407.6875,1522.3125,1647.75,2861.3125,2836.625,655.958312988281,1679.97912597656,512,466,375,885,654.8125,748.3125,809.9375,918,1600.875,1333,271.5625,1136.875,6996,6971,6932,6635,6507.25,6362.3125,5917.75,5897.1875,845.5,871.0625,5994.97900390625,5761.9375,459,533,293,1916,925.3125,1628.875,1777.75,2037,1716.25,1149.125,168.5625,2024.8125
-131.0024134572,58.0872643680853,2020/07/30,0,0,1 - <2,Moss,10-25,Absent,Absent,<500,Absent,<20,<3,<400,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn in blowdown area. Blowdown isn’t continuous enough to carry fire. Regen is fireweed.,53,-131.0024134572,58.0872643680853,raster_epsg_32609.bin,8186,5983,2,0,1284,1118,959,1736,1336.125,1440,1532.8125,1682.875,2765.125,2682.8125,649.791687011719,1766.39587402344,559,502,362,878,698.3125,828.1875,880.4375,963.125,1581.625,1320.6875,278.3125,1174.375,6643,6438,6528,6551,6383.6875,6228.25,5910.875,5773.75,861.8125,885.625,6048.39599609375,5815.1875,467,580,314,2026,906.9375,1603.5625,1718.625,1962.0625,1716,1181.25,174.3125,2041.5625
-131.0024134572,58.0872643680853,2020/07/30,0,0,1 - <2,Moss,10-25,Absent,Absent,<500,Absent,<20,<3,<400,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn in blowdown area. Blowdown isn’t continuous enough to carry fire. Regen is fireweed.,53,-131.0024134572,58.0872643680853,raster_epsg_32609.bin,8188,5984,2,1,1494,1266,1078,1952,1477.1875,1598.25,1654.25,1802.9375,2890.125,2793.5625,647.6875,1851.47912597656,695,592,442,1041,774.8125,869.625,945.0625,1014.625,1645.5,1356.8125,271.5,1214.25,6532,6489,6366,6293,6447.5,6172.8125,6114.25,5649.625,884.25,917.125,6063.75,5846.85400390625,502,571,335,1958,916.25,1694.75,1866.0625,2114.25,1714.6875,1152.8125,175.60417175293,2115.25
-131.0024134572,58.0872643680853,2020/07/30,0,0,1 - <2,Moss,10-25,Absent,Absent,<500,Absent,<20,<3,<400,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn in blowdown area. Blowdown isn’t continuous enough to carry fire. Regen is fireweed.,53,-131.0024134572,58.0872643680853,raster_epsg_32609.bin,8190,5986,2,2,1013,867,684,1782,1313.0625,1615.5625,1758.1875,1915.375,2804.1875,2624.875,682.270812988281,1949.22912597656,485,485,334,1350,745.125,1102.3125,1171.9375,1348.875,1622.5,1291.0625,270.708343505859,1255.16662597656,6329,6069,6294,6100,6582.625,6469.8125,6062.25,5957.125,875.0625,908.1875,6143.45849609375,5924.85400390625,452,564,246,2434,963.875,1868.5625,2075.3125,2387,1756.9375,1132.8125,175.375,2212.75
-131.0024134572,58.0872643680853,2020/07/30,0,0,1 - <2,Moss,10-25,Absent,Absent,<500,Absent,<20,<3,<400,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn in blowdown area. Blowdown isn’t continuous enough to carry fire. Regen is fireweed.,53,-131.0024134572,58.0872643680853,raster_epsg_32609.bin,8193,5986,3,0,1080,947,844,1694,1220.0625,1546.9375,1673.9375,1869.125,2667.375,2463.0625,567.916687011719,1970.02087402344,474,458,323,1049,709,1060,1187.5625,1285.5,1589.5625,1217.4375,223.4375,1417.25,6328,5948,6179,6197,6621.5,6458.1875,6200.875,6046.625,847.5,876.8125,6090.02099609375,5888.79150390625,388,498,211,2272,909,1884.5,2077.4375,2386.125,1697.4375,1065.5,143.0625,2296.125
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7601,5842,0,0,288,368,176,1909,679,1583,1778.1875,1903.25,1628.1875,1028.125,156.95832824707,1855.83337402344,286,318,146,1797,715.375,1470.125,1619.8125,1722.5,1492.8125,911.8125,120.645835876465,1689.625,4633,4345,4471,4661,4674.0625,4602.8125,4485.5625,4320.5,827.0625,784.625,4099.29150390625,4363.60400390625,449,361,202,1460,749.125,1123.75,1266.375,1493.625,1667.75,1041.75,122.125,1535.22912597656
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7598,5842,-3,0,275,342,154,1760,646.375,1449.0625,1644.5625,1756.5,1472.625,901.75,144.77082824707,1786.5625,271,331,140,1596,665.875,1323.125,1481.875,1597.5,1346.5,809.375,112.270835876465,1615.79162597656,3363,3189,3050,3860,3717.9375,3889.5,3769.3125,3799,821.75,744.3125,3720,3995.14575195312,428,315,149,1360,702.625,1042.6875,1204.875,1377.875,1501.4375,929.0625,124.25,1398.70837402344
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7596,5840,-2,-2,449,351,201,1366,682.25,1215,1386.9375,1542.0625,1518.5625,986.3125,145.118057250977,1685.95141601562,380,310,158,1190,591.1875,1009.9375,1160.25,1327.5,1335.8125,841.375,111.875,1505.64587402344,3419,3201,3275,3761,3694,3654.5,3585.5,3524.875,833.375,740.6875,3714.0693359375,3961.35424804688,380,318,186,1044,572.3125,853.8125,924.625,1144.625,1507.875,963.8125,127.847221374512,1303.53466796875
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7594,5839,-2,-1,426,377,196,1595,681.125,1261,1424.9375,1571.25,1555.375,1007.9375,149.4375,1662.4375,330,290,157,1296,613.1875,1054.9375,1196.3125,1311.6875,1385.6875,881.0625,113.125,1476.6875,3935,3716,3528,3991,3824.3125,3770.5625,3695.25,3679.375,848.0625,752.5625,3836.375,4096.8125,411,339,178,1088,598.25,880.625,985.125,1156.5625,1599.25,1020.625,131.875,1306.6875
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7592,5839,-2,0,479,335,215,1348,678.8125,1166.25,1319,1496.875,1591.5625,1052.875,149.60417175293,1659.0625,384,283,164,1219,580.125,1027,1125.0625,1251.0625,1397.5625,918.9375,112.0625,1466.0625,3328,3239,3027,3637,3909.5,4000.0625,3821,3874.0625,852.5,760.625,3919.14575195312,4194.3125,422,336,210,1002,640.5,895,1028.9375,1202.5625,1649.0625,1051.375,135.45832824707,1322.0625
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7590,5840,-2,1,418,388,202,1730,709.25,1336,1523.8125,1685.3125,1687.1875,1136.125,148.673614501953,1747.65966796875,357,359,183,1444,635.875,1147.9375,1275.125,1455.25,1513.3125,990.5625,113.104164123535,1546.21533203125,4732,4753,4647,5028,4935.8125,4922.875,4624.25,4535.5625,850.9375,773.9375,4016.40966796875,4327.46533203125,525,463,246,1430,753.625,1081.3125,1186.4375,1407.3125,1797.5,1137.5,139.930557250977,1388.10412597656
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7588,5842,-2,2,297,381,206,2062,713.4375,1568.8125,1782.0625,1967.0625,1587.625,998.125,154,1865.0625,354,402,187,1791,716.5625,1389.25,1534.25,1669.1875,1451.125,877.4375,114.4375,1667.625,5068,4897,4840,5172,4820.25,4772.5,4637.5,4452.8125,840.875,771.625,4030.25,4408,457,440,229,1490,749.1875,1125.875,1209.3125,1459.1875,1754.5625,1101.375,142,1472.4375
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7587,5840,-1,-2,429,405,239,1928,724.8125,1497.0625,1705.125,1864.9375,1704.625,1132.1875,156.381942749023,1890.95141601562,402,365,212,1718,705.0625,1308.8125,1417.0625,1632.25,1591.5,1017,121.229164123535,1681.17358398438,5289,5197,4941,5200,5226.25,5195.3125,4941.5,4892.375,862.1875,795.3125,4332.201171875,4674.923828125,488,472,230,1462,777.0625,1165.125,1286.1875,1526.5625,1892.75,1191.5,150.347229003906,1504.22912597656
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7586,5839,-1,-1,389,385,221,1731,727.875,1468.875,1671.0625,1834.1875,1758.8125,1186.5,160.9375,1904.60412597656,364,357,168,1515,711.8125,1334.375,1438.6875,1625.5625,1626.875,1068.75,125.541664123535,1701.08337402344,5334,5221,5040,5315,5508.5625,5420.3125,5156.4375,5050.1875,858.625,797.25,4468.64599609375,4773.22900390625,524,473,277,1502,813.875,1189.9375,1330.125,1566.4375,1912.5625,1210.875,154.29167175293,1526.875
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7585,5839,-1,0,410,377,210,1736,730.125,1543.125,1753.1875,1914.5625,1717.9375,1138,164.8125,1904.8125,360,331,158,1515,727.4375,1359.625,1501.0625,1709.6875,1589.125,1022.75,129.125,1713.25,4632,4257,4222,4642,5446.6875,5287.9375,5111.3125,4909.5625,851.375,789.25,4480.9375,4774.6875,516,428,225,1440,856.625,1242.3125,1380.875,1586.3125,1890.6875,1186.125,154.375,1539.125
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7584,5840,-1,1,315,335,189,1914,710.9375,1628.5,1852.1875,2014.75,1603.8125,999.25,169.506942749023,1906.67358398438,313,331,152,1719,745.6875,1463.4375,1618,1791,1470.125,901.8125,133.625,1729.63891601562,5036,5020,4756,4987,5097.75,4986.125,4856.5625,4664,843.375,782.5,4430.35400390625,4712.10400390625,515,438,212,1516,857.25,1234.375,1382.125,1596.375,1815.6875,1126.9375,152.70832824707,1551.84716796875
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5842,-1,2,259,371,169,2040,670.875,1670.0625,1891.375,2043.625,1500.625,895.5,177.6875,1865.45837402344,294,349,129,1788,749.125,1549.0625,1707.1875,1858.4375,1361.5625,810,135.66667175293,1697.79162597656,4695,4638,4432,4752,4604.25,4490.125,4374.375,4226.3125,853,798.9375,4184.79150390625,4465.625,537,520,227,1596,867.6875,1258.1875,1384.125,1581.8125,1664.6875,1038.9375,148.02082824707,1550.625
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5839,0,-3,298,375,175,2080,693.9375,1654.5,1885.1875,2017.75,1622.3125,1016.25,172.5625,1905.22912597656,298,307,156,1751,734.6875,1504.4375,1650,1785.5,1479.125,896.8125,136.29167175293,1737.58337402344,5479,5235,5402,5399,5385.75,5196.625,5000.0625,4877.5,841.375,798,4505.52099609375,4777.60400390625,568,506,258,1654,887.75,1292.875,1406.625,1642.375,1826.6875,1139.4375,154.54167175293,1563.625
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5837,0,-2,351,400,206,1996,752.3125,1625.0625,1835.9375,2021.9375,1759.8125,1132.25,169.201385498047,1908.86804199219,357,378,204,1785,743,1448.8125,1615.125,1793.3125,1625.25,999.5,132.79167175293,1732.69445800781,5191,4672,4995,5316,5641.6875,5486.5625,5277,5098.6875,865.125,816.5,4619.4375,4925.1875,522,465,223,1582,865.6875,1262.5625,1376.8125,1638.4375,1874.6875,1158.75,157.70832824707,1564.56945800781
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5836,0,-1,420,417,223,2020,781.125,1616.0625,1831.4375,2017,1796.1875,1160.625,167.52082824707,1910.6875,378,371,206,1899,754.5625,1433.125,1608.4375,1794,1674.4375,1032.3125,131.04167175293,1730.25,5664,5711,5575,5466,5651.25,5524.9375,5308.875,5125.4375,875.875,823.8125,4676.39599609375,4998.97900390625,495,454,209,1572,840.0625,1232.75,1337.3125,1594.8125,1875.125,1160.5625,159.29167175293,1565.04162597656
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5837,0,1,351,400,206,1996,752.3125,1625.0625,1835.9375,2021.9375,1759.8125,1132.25,169.201385498047,1908.86804199219,357,378,204,1785,743,1448.8125,1615.125,1793.3125,1625.25,999.5,132.79167175293,1732.69445800781,5191,4672,4995,5316,5641.6875,5486.5625,5277,5098.6875,865.125,816.5,4619.4375,4925.1875,522,465,223,1582,865.6875,1262.5625,1376.8125,1638.4375,1874.6875,1158.75,157.70832824707,1564.56945800781
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5839,0,2,298,375,175,2080,693.9375,1654.5,1885.1875,2017.75,1622.3125,1016.25,172.5625,1905.22912597656,298,307,156,1751,734.6875,1504.4375,1650,1785.5,1479.125,896.8125,136.29167175293,1737.58337402344,5479,5235,5402,5399,5385.75,5196.625,5000.0625,4877.5,841.375,798,4505.52099609375,4777.60400390625,568,506,258,1654,887.75,1292.875,1406.625,1642.375,1826.6875,1139.4375,154.54167175293,1563.625
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7583,5842,0,3,259,371,169,2040,670.875,1670.0625,1891.375,2043.625,1500.625,895.5,177.6875,1865.45837402344,294,349,129,1788,749.125,1549.0625,1707.1875,1858.4375,1361.5625,810,135.66667175293,1697.79162597656,4695,4638,4432,4752,4604.25,4490.125,4374.375,4226.3125,853,798.9375,4184.79150390625,4465.625,537,520,227,1596,867.6875,1258.1875,1384.125,1581.8125,1664.6875,1038.9375,148.02082824707,1550.625
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7584,5840,1,-2,315,335,189,1914,710.9375,1628.5,1852.1875,2014.75,1603.8125,999.25,169.506942749023,1906.67358398438,313,331,152,1719,745.6875,1463.4375,1618,1791,1470.125,901.8125,133.625,1729.63891601562,5036,5020,4756,4987,5097.75,4986.125,4856.5625,4664,843.375,782.5,4430.35400390625,4712.10400390625,515,438,212,1516,857.25,1234.375,1382.125,1596.375,1815.6875,1126.9375,152.70832824707,1551.84716796875
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7585,5839,1,-1,410,377,210,1736,730.125,1543.125,1753.1875,1914.5625,1717.9375,1138,164.8125,1904.8125,360,331,158,1515,727.4375,1359.625,1501.0625,1709.6875,1589.125,1022.75,129.125,1713.25,4632,4257,4222,4642,5446.6875,5287.9375,5111.3125,4909.5625,851.375,789.25,4480.9375,4774.6875,516,428,225,1440,856.625,1242.3125,1380.875,1586.3125,1890.6875,1186.125,154.375,1539.125
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7586,5839,1,0,389,385,221,1731,727.875,1468.875,1671.0625,1834.1875,1758.8125,1186.5,160.9375,1904.60412597656,364,357,168,1515,711.8125,1334.375,1438.6875,1625.5625,1626.875,1068.75,125.541664123535,1701.08337402344,5334,5221,5040,5315,5508.5625,5420.3125,5156.4375,5050.1875,858.625,797.25,4468.64599609375,4773.22900390625,524,473,277,1502,813.875,1189.9375,1330.125,1566.4375,1912.5625,1210.875,154.29167175293,1526.875
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7587,5840,1,1,429,405,239,1928,724.8125,1497.0625,1705.125,1864.9375,1704.625,1132.1875,156.381942749023,1890.95141601562,402,365,212,1718,705.0625,1308.8125,1417.0625,1632.25,1591.5,1017,121.229164123535,1681.17358398438,5289,5197,4941,5200,5226.25,5195.3125,4941.5,4892.375,862.1875,795.3125,4332.201171875,4674.923828125,488,472,230,1462,777.0625,1165.125,1286.1875,1526.5625,1892.75,1191.5,150.347229003906,1504.22912597656
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7588,5842,1,2,297,381,206,2062,713.4375,1568.8125,1782.0625,1967.0625,1587.625,998.125,154,1865.0625,354,402,187,1791,716.5625,1389.25,1534.25,1669.1875,1451.125,877.4375,114.4375,1667.625,5068,4897,4840,5172,4820.25,4772.5,4637.5,4452.8125,840.875,771.625,4030.25,4408,457,440,229,1490,749.1875,1125.875,1209.3125,1459.1875,1754.5625,1101.375,142,1472.4375
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7590,5840,2,-2,418,388,202,1730,709.25,1336,1523.8125,1685.3125,1687.1875,1136.125,148.673614501953,1747.65966796875,357,359,183,1444,635.875,1147.9375,1275.125,1455.25,1513.3125,990.5625,113.104164123535,1546.21533203125,4732,4753,4647,5028,4935.8125,4922.875,4624.25,4535.5625,850.9375,773.9375,4016.40966796875,4327.46533203125,525,463,246,1430,753.625,1081.3125,1186.4375,1407.3125,1797.5,1137.5,139.930557250977,1388.10412597656
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7592,5839,2,-1,479,335,215,1348,678.8125,1166.25,1319,1496.875,1591.5625,1052.875,149.60417175293,1659.0625,384,283,164,1219,580.125,1027,1125.0625,1251.0625,1397.5625,918.9375,112.0625,1466.0625,3328,3239,3027,3637,3909.5,4000.0625,3821,3874.0625,852.5,760.625,3919.14575195312,4194.3125,422,336,210,1002,640.5,895,1028.9375,1202.5625,1649.0625,1051.375,135.45832824707,1322.0625
-131.103511021681,58.0985242360889,2020/07/30,0,0,1 - <2,Moss,Scattered,Absent,Absent,<500,Absent,<20,>10,401 - 600,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Previously D2 fuel type with scattered pine. Patchy burn with some of the aspen still alive. Regen is all aspen and grass.,54,-131.103511021681,58.0985242360889,raster_epsg_32609.bin,7594,5839,2,0,426,377,196,1595,681.125,1261,1424.9375,1571.25,1555.375,1007.9375,149.4375,1662.4375,330,290,157,1296,613.1875,1054.9375,1196.3125,1311.6875,1385.6875,881.0625,113.125,1476.6875,3935,3716,3528,3991,3824.3125,3770.5625,3695.25,3679.375,848.0625,752.5625,3836.375,4096.8125,411,339,178,1088,598.25,880.625,985.125,1156.5625,1599.25,1020.625,131.875,1306.6875
